id,requirement,defect,weak_word
1062,"2. Text Entry: The system offers an interface for text entry, that is used by multiple applications for free text input or selecting a named entry from a long list.",defect,long
1063,If the ON-button is pressed long the RCU shall stay in OFF-modus.,defect,long
1064,If the ON-button is pressed long the RCU shall deactivate the chosen display and turn into OFF-modus.,defect,long
1065,Easy Listening Moderate sound impression for relaxed long term listening,defect,long
1066,[SRC004d] It is possible to miss some restarts in 3S seconds operation mode because the rail pressure goes down if the stop mode lasts very long and there is not enough time to raise it up for restart.,defect,long
1067,In certain cases it may be necessary to limit engine speed as a long term adjustment.,defect,long
1068,Description: The precharging time for the on-board charger is too long.,defect,long
1069,The OBC shall monitor the Precharging functionality for being too long.,defect,long
1070,Description: The precharging time of the high-voltage on-board electrical system is too long.,defect,long
1071,The time dependence is distinguishing between short term and long term loads including a blending algorithm in between.,defect,long
1072,The fading between peak and long term current threshold must be based on the specification of the components inside the battery system.,defect,long
1073,After relaxation the cell voltage is measured two times with a sufficiently long time interval in between.,defect,long
1074,A dynamic behaviour of blending from short to long and vice versa is strongly recommended.,defect,long
1075,Further it calculates the current charge level of the battery by integration and determines the SOC by the quiescent voltage if the standby time is long enough.,defect,long
1076,It is irrelevant how long the button is kept pressed.,defect,long
1077,Remark: The possibility to overrun or underrun an object can mostly be determined not until a longer observation time which is not given in any case for detections coming from road border objects like guide posts.,defect,long
1078,"The signal state TUNNEL or TUNNEL_SENSITIV or CARPARK shall not applied after leaving the tunnel if there is no curve typically after 40m, in curves the states could be hold longer to avoid missed detection",defect,long
1079,The driver shall support test pulses in order to provide testability of otherwise '' not-detectable?Â failures in case of a power stage being switched into a defined state for a longer time.,defect,long
1080,The real time clock must be able to cover longer periods of time and schedule events without inbetween wake ups.,defect,long
1081,If the parking time is longer the calculation has to be stopped.,defect,long
1082,"In this case, the ARC will be active for a much longer time compared to when used for regular Augmented Reality.",defect,long
1083,"In this case, the ARC will be active for a much longer time compared to when used for regular Augmented Reality.",defect,long
1084,There are no specific basic driving functions for component Long Range Radar.,ok,long
1085,"The Long Range Radar is called ""LRR"" in the OEM communication specification (""[K-Matrix]"").",ok,long
1086,If a button is kept pressed the RCU shall set the Long Press Bit 0 in Key Identifier Byte.,ok,long
1087,The component LRR is a 76-77 GHz Long Range Radar Sensor with a wide horizontal field of view (+ / -,ok,long
1088,"At least 75 % of all objects of object category Ordinary with movement category Stationary shall have obj_ObstclDtct set to OBSTACLE not longer than 5 sensor cycles after entering ODA-Near or after becoming fully visible to the sensor within ODA-Near, whichever comes second.",ok,long
1089,"The sensor must not miss more than 50 objects of object category TAF-Ordinary per hour in ODA-Standing, where the objects movement category is either Moving or Stationary and the object is missed for longer than 1 sensor cycle and less than 8 sensor cycles.",ok,long
1090,The sensor must not predict and deliver sensor objects without measurements longer than 8 sensor cycles,ok,long
1091,"The sensor must not miss an object that changed its movement category from Moving to Accident for longer than 1 sensor cycle after the initial 4 sensor cycles after the accident, where a miss is an undelivered sensor object.",ok,long
1092,A partial on-device navigation database update (up to 20 % of full database size) shall not take longer than 7 minutes.,ok,long
1093,"2. invalid PWM-frequency: if the PWM-frequency is longer out of range of the specifications than the fault tolerance time, the control behaviour must be given (threshold, error message, temporal resolution, temporal correcting errors)",ok,long
1094,"3. Static control deviation (offset): if the offset is longer out of range of the specifications than the fault tolerance time, the control behaviour must be given (threshold, error message, temporal resolution, temporal correcting errors )?Â&brvbar;",ok,long
1095,"4. Position limits (voltage value position feedback unit): if the plausibility check of the positions limits is longer out of the range of the specifications than the fault tolerance time, the control behaviour must be given (threshold, error message, temporal resolution, temporal correcting errors ).",ok,long
1096,The ignition coil is de-energized in the case when the control pulse Vin is longer than the allowed maximum time.,ok,long
1097,The load limitation is activated if the summation of [EM2_TrqMax_Rq_MSSE + actual combustion engine torque] exceeds the torque limit M_Grenz_pos equal [positive permissible torque + torque offset for torque limitation] for longer than a calibratable debounce time t_M_Grenz_pos (150 milliseconds; calibratable until 300 milliseconds).,ok,long
1098,The load limitation is activated if the summation of [EM2_TrqMin_Rq_MSSE + minimum permissible drag torque of power train] undershoots the torque limit M_Grenz_neg equal [negative permissible torque + torque offset for the load limitation] for longer than a calibratable time t_M_Grenz_neg (150 milliseconds; calibratable until 300 milliseconds).,ok,long
1099,"Is there no vehicle traction standby release from level2 for a time longer than a calibratable time (1 second) after rising edge of T50, then the vehicle traction standby release (FBA_E2) will be irreversibly deactivated for the current driving cycle and an error will be stored in failure memory.",ok,long
1100,"The OBC shall detect a Circuit Low fault, if the output current of pin R_U exceeds 3.5 ampere for longer than 20 milliseconds.",ok,long
1101,"In the event of connecting the OBC (vehicle) to the mains, the inrush current drawn from the OBC (e.g. to precharge its internal bulk capacitor) shall not exceed the limits of a circuit breaker type B with a nominal current of 8 A, shall not exceed 48 A for a longer time periode than 5 milliseconds and shall not disturb RCDs.",ok,long
1102,"If the activation phase is longer than tLEDon, the LED is illuminated.",ok,long
1103,Final 8D must be available incl. proposed changes not longer than 4 weeks.,ok,long
1104,"This interface function is only needed for asynchronous monitors, i.e. when the time to detect a fault may be longer than the time to detect a passing system.",ok,long
1105,"If the following conditions are true for longer than PPNM_ISPLiVerifDebTime, then ISPLiOverallVerifFlt is set to 1:",ok,long
1106,1: If the timer has been enabled for longer than PPNM_ISPLongStopTWait since the last reset.,ok,long
1107,If (ISPBatVolt less than 12.1 volts AND ISPBatCurr greater than 0 ampere AND PPNM_BCMGM1SOCContrlEnbl equal 1) for longer than 5 seconds a flag SOCContrlLowBatStopRq has to be set for 300 seconds.,ok,long
1108,If (ISPBatVolt < PPNM_BCMHELowVoltLmtTest and ISPBatCurr > PPNM_BCMHEBattCurrMin) for longer than 5 seconds a flag LowBatStopRq has to be set for 300 seconds.,ok,long
1109,BCDActSoc greater than PPNM_BCMBuckMdExtHigh or (PNHV_DrvInhMd_Rq equal 0 longer than 5 seconds),ok,long
1110,If (BCMDCDCChrgFlt equal 1 for longer than 10 seconds) OR BCMDCDCChrgStop equal 1 for longer than 60 seconds) a nonvolatile flag `` DCDCNoCharge '' is set.,ok,long
1111,While BCMChrgRq greater than 0 and (PNHV_PN14_QuiesCurr_Md_Rq equal 0 for longer than 5 seconds) (i.e. charge only requested by PNM) the signal PN14_DCDC_BuckMd_Rq equal 1 to request the DCDC converter,ok,long
1112,While BCMChrgRq greater than 0 for longer than 5 seconds the signal ends.,ok,long
1113,"If the value of abs (ISPBatVoltFilt1 / ISPBatCurr_A) is equal or higher than PPNM_BCDBatTermMax for longer than PPNM_BCDBatTermDT, then BCDDynRes is set to 200, independent of the actual values of ISPLastValidRdi_mOhm or RdiRevFilt.",ok,long
1114,This flag is reset if ISPLiCellVOltDelta less than PPNM_BCDLiCellVDeltaMax for longer than PPNM_BCDLiCellVDeltaResetTime,ok,long
1115,The timer DDPTimerReset is expired if it runs longer than PPNM_DDPDTReset.,ok,long
1116,OR if (DDPHibernMdOpnRequest equal 1 AND DDPPreventHibernate equal 0)) for longer than PPNM_DDPOpenDelay then the Timer DDPTimerOpen is started and the internal signal DDPTimerOpenState is set to 1.,ok,long
1117,The timer DDPTimerOpen is also started if DIAG_DDPStart equal 2 for longer than 5 seconds (independent of the mentioned conditions above),ok,long
1118,(PPNM_ICCSOCWarnHybridEnable equal 1 and VehSpeedDisp equal 0 and ISPBatCurr less than 0 for longer than PPNM_ICCSOCWarnDebTmHybrid),ok,long
1119,"If ISASDCDCFlt equal 1 for longer than 10 s, then an error has to be stored",ok,long
1120,A state change must only happen if the change condition is true longer than 50 milliseconds.,ok,long
1121,If PPNM_HWSSMTimeoutFltEnbl equal 1 and the hot start wire stays at low level for longer than the time PPNM_HWTMaxHotStart the output signal PN14_BackupRelay_HW_Fail is set to 1 until the next falling edge of ignition accessory,ok,long
1122,"If after a failure confirmation the Ignition is not on AND EF_Actv is off for longer than PPNM_HWDecErrIgnIffTime the emergency mode is left, the redundancy supply is switched off and the backup relay is not longer actuated.",ok,long
1123,"If the error-condition existed longer than the pretime, it has to be logical false for at least the duration of the posttime to revoke the output signal.",ok,long
1124,"If the vehicle was parked for longer than T_STANDBY, the position assignments of the four wheel sensors are redetermined in the subsequent trip.",ok,long
1125,In a new ignition cycle after a parking time longer than T_STANDBY the ECU starts with Press_Disp_Avl equal 0.,ok,long
1126,"At ignition restart after a parking time longer than T_STANDBY, start filling detection automatically.",ok,long
1127,Status display at ignition start after parking time longer than T_STANDBY:,ok,long
1128,"The KNFE-Mode shall be suitable for long time verification, especially to verify criteria which need an extensive testing to reach the needed confidence level (i.e. greater than 1000 km, greater than 50 h testing).",ok,long
1129,"For details on short and long pushing and pressing see ""Feature List Telematic5STAR1 HU Entry Main"" [RD3582].",ok,long
1130,After starting a long distance route calculation (e.g. across whole Europe or across whole US) the route guidance (incl. ADRs & map display in all zoom-levels) shall be available within 5 s.,ok,long
1131,The connector shall either be placed on the long side of the housing (30 millimetres x 120 millimetres) or on the short side of the housing (30 millimetres x 100 millimetres).,ok,long
1132,"Under all circumstances the sensor 's output pulses must be a true image of the moving target teeth, e.g. while change of rotational direction at any angle position, under vibration effects or at strong temperature change no ""missing tooth"" or additional pulse may occur, also after longer stop-periods and temperature changes (stop-start-mode of the engine).",ok,long
1133,- long term adjustments like variant coding and adjustments shall be written directly into non volatile memory.,ok,long
1134,"17 data of type ""long"" (size: four byte) or any mixture of data types with added number of byte up to the specified limit.",ok,long
1135,Long time Storage period: same as storage life.,ok,long
1136,BCMChrgRqExt is set to 2 if ((BCDActSoc less than PPNM_BCMBuckMdExtLow) and (PNHV_DrvInhMd_Rq equal 1 longer than 5 seconds)),ok,long
1137,IF the duration of the drive cycle was long enough (BCDDrivingTime greater than PPNM_PNDSWDMinDrivingTime) the following percentages are calculated at the end of the drive cycle (x equal 1..16):,ok,long
1138,An active panic alarm may also be terminated by long pressing (greater than 1 seconds).,ok,long
1139,"If an active panic alarm is terminated, the alarm can be restarted immediately by subsequent long pressing (greater than or equal to 1 seconds).",ok,long
1140,"An object 's obj_id shall remain the same as long as the object is tracked by the sensor, regardless whether the object is delivered as sensor object, as part of the sensor object list or not.",ok,long
1141,"If an object leaves the ODAs, the sensor shall deliver the corresponding sensor object as long as the sensor object is verified by sensor measurements.",ok,long
1142,"A failure rate is accepted for the signal states 1, 2 and 3 in case that the object is not located on the ego lane afterwards as long as the following conditions are existent:",ok,long
1143,After initialization of the component after PowerOn the signal state has to be NOT_SELECTED / DEFAULT as long as no valid objects are emitted.,ok,long
1144,"In case the normal functionality (object detection) for the DTR sensor caused by over or under temperature (temperature range see component requirement specification: FBR5_Component Req english) not guaranteed / not possible and only restricted operation incl. FR communication possible, this bit has to be set to `` 1 '' as long as the temperature extreme value is exceeded.",ok,long
1145,Initialization value after power on / wakeup is `` SNA '' as long as no voltage values can be measured within the sensor on KL30 pin for ECU supply.,ok,long
1146,The events shall be active in diagnosis as long as SRD_SysDamp is NO_DAMP again.,ok,long
1147,The signal DTR_VehSpdCorrFctr_Qual shall set to FQUAL (2) as long as the plausibility of the used correction factor is valid.,ok,long
1148,"Stationary RADAR detections shall only attribute to one segment, as long as the residual error of segment computation is within the acceptable range.",ok,long
1149,"As long as no valid vehicle parameter is received by the radar a default value shall be used instead to avoid failures (e.g. division by zero, floating point exception, ...).",ok,long
1150,As long as no valid vehicle parameter is received by the radar a default value shall be used instead: 0 m,ok,long
1151,"As long as no valid vehicle parameter is received by the radar and not stored NVM / EEPROM value is available from previous ignition cycles,",ok,long
1152,"The Distronic sensor sends, as long as the signal is ""1"" and SCS_VehSpd_X is greater than 210km/h, for all objects DEFAULT values, the signal `` DTR_ObjMeas equal 0 '' und sets the algorithms if necessary in a secure condition.",ok,long
1153,The component RDU shall disable the driver assistance functions in case of `` DTR_SysDamp equal 2 or equal 3 '' and for `` SRD_SysDamp equal 2 or equal 3 '' and trigger the according message in the combi as long as the condition is present.,ok,long
1154,"Hint: A monitoring of SNA, DEFAULT values or OutOfRange of the operating parameters is only present as long as no values could be stored successfully in the NVM.",ok,long
1155,The component shall ensure a proper phantom supply as long as the system is able to output audio.,ok,long
1156,The BLURAY-drive-variant shall fullfill all requirements defined for DVD-drive versions as long as no special requirement for BLURAY drive variants is defined.,ok,long
1157,This means a customer can receive each update of the Travel Guide content as long as it is delivered by the client.,ok,long
1158,The actuators shall be controllable also during under- and overvoltage as long as the control unit does not get damaged hereby.,ok,long
1159,"It must be possible to switch off the external activation of the parking lock via the AUX-supply line (emergency path), as long as the component is fully functional.",ok,long
1160,The parking lock actuator shall be activated as long as the AUX-supply line is powered (typically 3 seconds).,ok,long
1161,"Writing of VIN shall only be possible as long as the immobilizer has not the state ""activated"" (equal locked).",ok,long
1162,"If there is no message lost or SNA information from TCM before the first calibratable time is elapsed, then a key start is allowed as long as there is a valid starter release from the TCM",ok,long
1163,As long as the value is greater than 0 the engine control module can be personalised.,ok,long
1164,Base software modules which are not provided by SLP 10 may be not fully AUTOSAR compliant as long as they do not compromise the RTE and SLP 10 module interfaces and functionalities (see SPEC 10730).,ok,long
1165,As long as there is no EVSEIsolationStatus is received SNA will be returned.,ok,long
1166,As long as there is no such information availabel SNA will be returned.,ok,long
1167,Note: SCC always tries to use the old session ID as long as the connector remains plugged.,ok,long
1168,"The precharge current shall be limited by the OBC itself (e.g. 2 ampere DC) as long as the actual HV Bus Voltage is lower than 50 volts DC, even if a higher Value is commanded.",ok,long
1169,As long as the CVN is not valid the transmitted data bytes for the CVN shall be set to 0x00.,ok,long
1170,After this first trigger the signal `` SC_ChargeRemainingTime '' shall be updated with each change on the value of `` Ecpm_TMinsFullChDurn '' as long as [PLGW-2704] does not apply.,ok,long
1171,The battery management system should follow this request as long as this is not critical for the battery.,ok,long
1172,The BMS shall evaluate interlock loop as long as the generator operates properly.,ok,long
1173,"There is no special requirement to the count of cells, as long as the specified power, voltage and energy requirements will be met in compliance with the maximum specified currents and voltage levels.",ok,long
1174,"For not supported processors the standard software modules shall be purchased from Vector Informatik by the contractor, as long as no accredited AUTOSAR conformance test is available.",ok,long
1175,The contractor isn't responsible for the audible feedback of the LIN connector as long as the OEM proposed connector type is used.,ok,long
1176,A Spice level 2 will be accepted as long as continuous measures during the development phase are obvious to attain Spice level 3.,ok,long
1177,No resident engineer is requested as long as client support is available on short call.,ok,long
1178,"As long as the belt buckle status cannot be recorded, the message `` Signal Not Available '' is present on the CAN.",ok,long
1179,The contents of the OCM_A1 message are used for activation of the restraint features as long as the WSS control unit sends the OCM_Frm1 message,ok,long
1180,"As long as DDPMonLevel equal 0, the DDP state remains in idle, meaning DDP is closed.",ok,long
1181,The signal IBS_ParkingTime_Reset_Rq is set to 1 as long as (OMCDrivingMode equal 1 AND PPNM_BSIParkResetEn equal 1) else 0,ok,long
1182,"c) being long enough to emulate driving scenarions,",ok,long
1183,Test pulse duration shall be as short as possible (but long enough to allow safe error detection by the hardware).,ok,long
1184,"If IBS_ParkingTime - EPNM_BCD_LastParkingTime greater than PPNM_BCDLongParkTime and PPNM_BCDUseLongPark equal 1 the parking time is long enough to trust the discharge LUT, i.e. an internal signal LongPark is true while the conditions are true",ok,long
1185,At the end of a long enough (i.e. t greater than 60 seconds) drive cycle the percentages of the times the rpm value was in the different categories compared to the duration of the whole drive cycle is calculated.,ok,long
1186,If the ON-button is pressed long the RCU shall deactivate the chosen display and turn into OFF-modus.,defect,long
1187,The fading between peak and long term current threshold must be based on the specification of the components inside the battery system.,defect,long
1188,For long term tests the following SOC setting shall be repeated:,defect,long
1189,"In case required due to long distance ground, sea or air freight transportation the contractor shall execute LISB battery re-charging and PDI re-testing within not more than one calendar week prior to delivery to any OEM location at a logistics & PDI testing facility close to the OEM shipping location if battery SOC falls below 80 % SOC.",defect,long
1190,To ensure a long battery life it is important to keep the cell strings balanced.,defect,long
1191,To prevent battery damage on long descending roads and on high temperature a protection has to be implemented that deactivates the recuperation if the battery is completely full.,defect,long
1192,"However, long pressing must not lead to the triggering of a new alarm.",defect,long
1193,Remark: A long press on the end-keys shall not end an existing OEM eCall.,defect,long
1194,For the vehicle V213 long version additional data is received from the vehicle.,defect,long
1195,The AR camera shall have a sufficient long term stability to be used as a dashcam.,defect,long
1196,"Where flash processors are used, the EEPROM can be replaced with flash memory if the much lower number of write cycles (1% - 0.1%) on the flash memory is sufficient.",ok,much
1197,Especially solid metal / plastic parts must be designed in such a way that the weight is as much reduced as possible but the needed strength can still be achieved.,ok,much
1198,The module developer shall try to minimize the different SW branches as much as technically and econommically possible.,ok,much
1199,The regulation shall be as much as possible unobstrusive for the customer.,ok,much
1200,"""Antenna coupling"" shall enable to transfer as much signaling power as possible from the mobile to the car 's phone antenna and vice versa.",ok,much
1201,The returned table shall contain as much entries as specified by the returned value of TblEntries.,ok,much
1202,"Shielding effectiveness of the total system: greater than 70 dB from 10 kilohertz up to 5 megahertz and 65 dB from 5 megahertz up to 500 megahertz (this means, the cables have to provide much higher shielding effectiveness), also after PV / DV.",ok,much
1203,"Shielding effectiveness of the total system: greater than 40 dB (this means, the cables have to provide much higher shielding effectiveness, typical: greater than 60 db), also after PV / DV",ok,much
1204,"Since the HU may be used in different, incompatible car architectures, it is necessary to separate the vehicle domain from the telematic domain as much as possible.",ok,much
1205,All possible measures should be used to reduce power consumption as much as possible.,ok,much
1206,The Contractor shall be able to report how much of the Requirements Specification is covered by the Technical Specification.,ok,much
1207,"This application displays which power sources (combustion engine, electrical engine) are currently active, how much energy is currently consumed or recuperated (e.g. while braking) and the history of average energy consumption.",ok,much
1208,"For the following torque reduction- strategy it is important to know, how much the propulsion torque shall be reduced (value).",ok,much
1209,For the further torque increasing strategy it is important to know how much the torque shall be increased (value).,ok,much
1210,"· CPU load measurement under worst case condition (CCp, regeneration active, high engine speed, ...) with detailed information which new function is consuming how much CPULoad in %",ok,much
1211,The organization chart must show in percent of total availability how much time each individual will spend on the development of the Component described in the specifications.,ok,much
1212,"If a battery change was detected mileage and time of this change are stored with the information, how much the old battery has been discharged.",ok,much
1213,The driver parks into a really small parking space and wants to have a close look on how much space is left.,ok,much
1214,A detailed view on how much space is still left is given by the system.,ok,much
1215,Premium Traffic: Premium Traffic provides high quality traffic information based on floating car data (GPS- or GSM-probes) using a digital bearer with a bandwidth much higher than the currently used FM-RDS channel.,defect,much
1216,During Dynamic Roller Test environment temperature may be much higher or lower than intake air temperature.,defect,much
1217,x is much bigger at low temperatures due to unequal warming.,defect,much
1218,Thus the battery will be much more cycled throughout the vehicle life compared to a lead-acid battery.,defect,much
1219,"In this case, the ARC will be active for a much longer time compared to when used for regular Augmented Reality.",defect,much
1220,Application recommendation can include much more content in quality testing which leads to better qualification and characterization of tested MOST devices.,defect,much
1221,"This ""switch off"" will happen in normal cases 1 to 6 hours after switching off terminal 15, but when the battery has a bad charge condition this ""Switch off"" might happen much earlier.",defect,much
1222,Especially the hybrid could lead to very high engine speed gradients that are much higher than those of conventional starters.,defect,much
1223,The start of the engine has also to be assured on hybrid systems that might have much higher engine speed gradients while starting.,defect,much
1224,"Exceeding the guaranteed write cycles shall not automatically result in the lock out of a cell, since the number of actual write cycles is usually much higher than the guaranteed number.",defect,much
1225,"If the plant is within a reasonable driving distance, the deployment team will be expected to be ready much sooner",defect,much
1226,"Due to higher electrical power when DC-charging Mode 4, the cooling power needed is much higher than the AC-cooling power.",defect,much
1227,With this type of measurement it is possible to see much more data than via diagnostics.,defect,much
1228,The antenna for the far range scan shall be seperate from the antenna for the near range scan.,ok,near
1229,The nearest object to estimated vehicle path has the nearest lateral position to the estimated vehicle path but is still on the left lane.,ok,near
1230,"``It is feasible, that the object detection area is limited directly in front of the host vehicle by the sensor field of view of the near range scan, the far range scan and the minimum detection range; this is not shown in the drawing.",ok,near
1231,"The radial maximum detection and tracking range of the near range scan shall be large enough to safeguard the deliverance of sensor objects up to the maximum longitudinal distance of ODA-Near including the required over/underdrivable classification and without ambiguities (distance, velocity, angle etc.), i.",ok,near
1232,The signal state LONG_COLLISION_WARN has to be determined preferably in the complete detection field of the component and may not be limited to the overlap region of the near range scan and the far range scan.,ok,near
1233,"This signal state signalizes the nearest comoving, stopped or a priori stationary object (Dist_X) on the ego lane of the system vehicle which is outside of the respective range limit.",ok,near
1234,This signal transmits the level of the system damping of the near range sensors.,ok,near
1235,"First extrapolations show that within the FoV of the near range scan and the far range scan about 150 stationary objects can be detected, tracked and/or predicted within a range of 100m in complex environments on highways; taking into account the additional range needed for obstacle classification the detection range and hence the number of detectable objects will be even larger.",ok,near
1236,The ABC-Preview Function is calculating a road profile in the near range in front of the vehicle with higher accuracy than the road profile specified in AGMR-726.,ok,near
1237,"In order to improve the road profile in near range, data from the road surface scan can be used.",defect,near
1238,To achieve a faster battery charging a higher voltage is set after the start of the engine until the battery is nearly fully charged.,defect,near
1239,In addition to that the battery voltage has to be nearly static,defect,near
1240,"For the implementation of the Near Field Communication on the Telematic5@Star1 HU Entry, the contractor shall consider the contents of ``Feature List Telematic5STAR1 HU Entry Bluetooth'' [RD3573].",ok,near
1241,Near Field Communication (NFC) is a wireless connectivity technology that enables convenient short-range communication between electronic devices.,ok,near
1242,This signal state signalizes the nearest oncoming object (Dist_X) on the ego lane of the system vehicle which fulfills the object quality criteria for vehicles and is not classified as backrolling vehicle (criteria for signal state FIRST_EGO_LANE).,ok,near
1243,"This signal state signalizes the nearest (Dist_X) comoving, oncoming, stopped (comoving or oncoming) or stationary object which fulfills the quality criteria on one of the left hand sided neighbouring lanes.",ok,near
1244,``1'' equal ``Pre-blocked'' at least at one near range sensor / INC_DAMP,ok,near
1245,``3'' equal ``Pre Clean'' at least at one near range sensor / RDC_DAMP,ok,near
1246,For this function it is important that the component can exactly measure in the near field down to 1 m and the component shall have a wide horizontal field of view in the near field.,ok,near
1247,"The component should have an improved measurement in the near field less than 10 meters, a wide horizontal field of view up to 20 meters and a high update rate of data.",ok,near
1248,``2'' equals ``Blockage ''at least at one near range sensor / FULL_DAMP,ok,near
1249,- near the roof console about 10 cm distance to the HF-MIC,ok,near
1250,The second case for determining a near deployment shall be defined per the NHTSA entry requirement.,ok,near
1251,The component shall include sophisticated algorithms for calculating the nearest object within the estimated vehicle path.,ok,near
1252,The nearest object to estimated vehicle path has the nearest lateral position to the estimated vehicle path but is still on the left lane.,ok,near
1253,"If multiple objects are detected for a physically real vehicle, the signal shall be ``1'' only for the nearest object if possible and the object shall be described using length and width.",ok,near
1254,"If the longitudinally nearest object classified as TRUCK or CAR leaves the detection field of the sensor, relating objects classified as MULTIPLE have to be labelled still as MULTIPLE.",ok,near
1255,This signal state signalizes the nearest object (Dist_X) on the ego lane of the system vehicle which fulfills the object criteria for DTR+ and CMS for RADAR based only system function.,ok,near
1256,"The reference system shall allow automatic counting of the accordance or disaccordance of predetermined objects from both systems, at least the nearest objects allocated to the ego lane and/or the first neighboring lanes left and right; the lane allocation shall be determined and assigned by the ego radar sensor.",ok,near
1257,"To select the nearest object in path (the relevant object) the component calculates the predicted path of the own vehicle from yaw rate, wheel speeds, steering angle and detected stationary objects from both sides of the road.",ok,near
1258,This object is in general the nearest object in predicted path of the own vehicle.,ok,near
1259,The component calculates additional objects on the left and right side of the path and also an object behind the nearest object in path.,ok,near
1260,Designation: Horizontal opening detection angle in limited distance range ?130 m (near range scan) with limited angle accuracy,ok,near
1261,Designation: Horizontal angle accuracy in full angle range in limited distance range ?130m (near range scan),ok,near
1262,Condition: In field of view of near range scan,ok,near
1263,The radar shall have an independent far range scan and near range scan.,ok,near
1264,The HF signal processing (such as amplification and mixing) for the far range and the near range scan shall be separate.,ok,near
1265,- longitudinal velocity separation for near range radar scan greater than 11 km/h,ok,near
1266,"- in the overlap region of the near range scan and the far range scan, but has been detected only in one of the scans,",ok,near
1267,"- only detected in the near range scan,",ok,near
1268,"- at the outer edge of the near range scan, or",ok,near
1269,"The signal state may only be LONG_COLLISON_BRAKE, if the object is located in the overlap area of near range scan and far range scan AND the object has been detected in both scans at the same position.",ok,near
1270,"If a light system damping of the DTR sensor is observed, but no relevant influence on the system functionality is present (all object data etc. are still determined and transmitted) the condition DTR_SysDamp equal ``1''/INC_DAMP is sent and a connected near range sensor system can sensitise the damping detection with this information if necessary.",ok,near
1271,The event/error code shall be differentiated depending on blockage reasons: a.) blockage after selftest/power on detected b.) far range blockage during normal operation is detected c.) blockage of near range sensors switches system into blockage.,ok,near
1272,"Signal is for DistronicPlus system without near range radar sensoric for vehicle longitudinal controller, for system with near range radar sensoric for the object fusion for the coordination of the run-up relevant.",ok,near
1273,With this signal the detected systemdamping of the near range radar sensors is transmitted.,ok,near
1274,"In case the object was measured using more than one scan within the same radar system cycle, e.g. from a wider near range scan, the object time stamp, as well as the other object attributes shall be predicted to the master scan, e.g. to the far range scan.",ok,near
1275,"In case the object was measured using more than one scan within the same radar system cycle, e.g. from a wider near range scan, the object object time stamp, as well as the other object attributes, shall be predicted to the master scan, e.g. to the far range scan.",ok,near
1276,on highways with double guardrails on both sides or near embankments; this requirement is not valid in case the system vehicle located inside a tunnel (from tunnel entrance to exit).,defect,near
1277,"This test works with helium gas is injected into the engine, a sensor which can be held near the sensors outside detects small amounts of escaped helium.",defect,near
1278,During development of the sensor it must be taken into consideration that a starter generator or a hybrid engine located near the crank sensor forms a magnetic field which must not influence the sensor.,defect,near
1279,"Wire installation near weld flanges is permissible, but safety measures (edge protection profiles or cable channels) shall be used.",defect,near
1280,"For control units which are permanently connected to terminal 30, the terminal pins of the (+) supply and the grounding-pin (-) near the terminal plug shall be arranged as far away from each other as possible.",defect,near
1281,There shall be temperature sensors placed near all critical subcomponents of the component.,defect,near
1282,"These shall be placed near the MOST FOT, near the internal amplifier and near the mass storage device.",defect,near
1283,These shall be placed near the MOST FOT and near the internal optical drive.,defect,near
1284,The algorithms shall calculate for each sampling point the confidence based on the presence of measured targets near the sampling point and is signalize the confidence on bus with the signal `` DTR_PolyRightY0_conf '' for the first and `` DTR_PolyRightYi_conf '' for the following sampling points.,defect,near
1285,Sealing of other parts near the display shall be considered.,defect,near
1286,Temperature shall be measured near the MOST FOT.,defect,near
1287,Mobile Phones can be placed/mounted near the USB-Hub.,defect,near
1288,The ECU can be fixed near the engine bay,defect,near
1289,The TEM shall be instrumented with a single microphone positioned near the motor housing.,defect,near
1290,The component is mounted at each corner of the vehicle near the tire.,defect,near
1291,For safety reasons the main contactors shall be located near to the cell pack.,defect,near
1292,"For the lead vehicle series, the battery is mounted in the trunk compartment near the back seat.",defect,near
1293,Plug connections near water shall be waterproofed.,defect,near
1294,Detection of Motorcycles near Trucks,defect,near
1295,"The signal state DTR_Obj_X_Collision_Ovrlp equal EGO_COLLOVRLP_BRAKE signalizes objects having a high accordance of the particular radii to the fused lane radius at the distance of the object due to the given tolerances of the input signals for the fused lane radius (derived from vehicle signals like yawrate, wheel angle, lateral acceleration, wheel speed and RADAR detections).",ok,particular
1296,The load resistance and capacity in some cases form a parallel circuit in the particular motor electronics system.,ok,particular
1297,The dosing strategy adapts to the particular system and long-lasting environmental effects.,ok,particular
1298,"If the housing is completely or partially made of metal, the corrosion test shall verify the long-term functional availability without corrosion-related impairment in automotive operation, considering the particular installation location in the vehicle.",ok,particular
1299,For this particular data item the TCU applies additional segementation of data packets on application level.,ok,particular
1300,"This means the first heat period starts 60 h, the last 360 h after the start of the particular test quarter.",ok,particular
1301,The Overhead Control Unit contains the deselection buttons for ITS and TPS as well as the particular function acknowledgement.,ok,particular
1302,Measurement details for the specific antennas are specified in the particular section.,ok,particular
1303,Antenna radiation patterns shall be measured for all antennas except AM and RKE in the relevant frequency range specified in the particular section.,ok,particular
1304,The frequency details for all antenna measurements are specified in the particular sections below.,ok,particular
1305,"The information and requirements of the particular sub-chapters are valid for all components of the charging system, which are involved thematically by the particular chapters.",ok,particular
